Running ACO with dataset_size=100, n_ants=50, alpha=0.10, beta=1.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=1.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=1.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=1.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=2.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=3.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=4.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=1.60, beta=5.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=1.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=2.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=3.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=4.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.10, beta=5.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=1.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=2.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=3.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=4.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=50, alpha=2.60, beta=5.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.70, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.70, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=0.70, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=1.00, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=1.00, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=1.00, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=1.00, evaporation=1.00, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.10, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.10, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.10, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.10, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.40, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.40, q=5, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.40, q=10, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.40, q=15, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.70, q=0, iterations=200
Running ACO with dataset_size=100, n_ants=100, alpha=0.10, beta=2.00, evaporation=0.70, q=5, iterations=200
